index,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,work_phone,phone,email,occyp_type,family_size,begin_month,credit,income_quintile
24632,M,Y,Y,1,144000,Working,Secondary / secondary special,Married,House / apartment,37,34,1,0,0,0,Laborers,3,9,2,3
24633,F,N,Y,2,54000,Working,Secondary / secondary special,Married,House / apartment,26,76,1,1,1,0,Sales staff,4,49,2,4
24634,F,N,N,0,175500,Working,Secondary / secondary special,Single / not married,House / apartment,51,21,1,0,0,0,High skill tech staff,1,13,2,2
24635,F,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,48,57,1,0,0,0,Laborers,2,51,2,3
24636,F,N,N,0,67500,Working,Secondary / secondary special,Married,House / apartment,41,69,1,1,0,0,Sales staff,2,47,0,4
24637,F,N,Y,2,67500,Commercial associate,Secondary / secondary special,Married,House / apartment,41,105,1,1,0,1,Sales staff,4,39,2,4
24638,F,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,36,31,1,0,0,0,Laborers,2,9,2,2
24639,M,Y,Y,0,315000,Working,Higher education,Married,House / apartment,50,93,1,0,0,0,Drivers,2,28,1,1
24640,F,N,Y,0,225000,Working,Secondary / secondary special,Civil marriage,House / apartment,45,185,1,0,1,0,,2,8,1,1
24641,F,N,Y,0,38250,Pensioner,Higher education,Married,House / apartment,64,12174,1,0,1,0,,2,25,1,4
24642,M,Y,Y,1,135000,State servant,Higher education,Married,House / apartment,24,4,1,0,0,1,Core staff,3,27,2,3
24643,F,N,Y,1,85500,Working,Secondary / secondary special,Married,House / apartment,45,28,1,1,0,0,Waiters/barmen staff,3,21,2,4
24644,M,Y,N,0,135000,Working,Lower secondary,Married,Co-op apartment,36,14,1,1,1,0,Laborers,2,22,0,3
24645,F,Y,Y,0,135000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,56,12174,1,0,0,0,,2,11,1,3
24646,M,N,Y,2,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,36,18,1,0,0,0,,4,4,1,3
24647,F,N,Y,0,74700,Pensioner,Secondary / secondary special,Married,House / apartment,61,12174,1,0,0,0,,2,0,1,4
24648,M,Y,N,0,310500,Working,Higher education,Single / not married,House / apartment,27,22,1,0,0,0,Laborers,1,15,0,1
24649,F,N,Y,0,90000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,63,12174,1,0,1,0,,1,3,0,4
24650,F,N,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,42,60,1,0,0,0,Waiters/barmen staff,2,33,0,3
24651,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Separated,House / apartment,62,12174,1,0,0,0,,1,39,2,3
24652,M,Y,Y,0,360000,Working,Secondary / secondary special,Married,House / apartment,47,107,1,0,0,0,Drivers,2,13,1,1
24653,F,Y,Y,2,166500,Working,Secondary / secondary special,Married,House / apartment,39,244,1,0,1,1,Accountants,4,25,2,2
24654,F,N,Y,0,180000,Pensioner,Higher education,Single / not married,House / apartment,64,12174,1,0,0,0,,1,27,1,2
24655,M,Y,Y,0,67500,Pensioner,Secondary / secondary special,Married,House / apartment,62,12174,1,0,0,0,,2,60,2,4
24656,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,43,32,1,0,0,0,Waiters/barmen staff,2,21,1,3
24657,F,N,Y,0,148500,Working,Incomplete higher,Single / not married,House / apartment,27,61,1,0,1,0,Medicine staff,1,9,2,3
24658,F,N,Y,0,135000,Pensioner,Higher education,Married,House / apartment,58,12174,1,0,1,0,,2,59,2,3
24659,F,N,N,0,202500,Pensioner,Secondary / secondary special,Married,House / apartment,59,12174,1,0,1,0,,2,26,0,2
24660,F,N,Y,0,103500,Working,Secondary / secondary special,Married,House / apartment,55,56,1,0,0,0,Laborers,2,15,0,4
24661,M,N,Y,1,112500,Working,Secondary / secondary special,Civil marriage,House / apartment,51,164,1,1,0,0,Laborers,3,11,2,4
24662,F,N,Y,0,162000,Pensioner,Secondary / secondary special,Widow,House / apartment,68,12174,1,0,0,0,,1,31,0,2
24663,F,N,Y,1,162000,Working,Secondary / secondary special,Married,House / apartment,34,41,1,0,1,1,,3,38,0,2
24664,M,N,N,0,103500,Commercial associate,Incomplete higher,Single / not married,With parents,23,34,1,0,0,0,Laborers,1,5,2,4
24665,M,N,N,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,56,8,1,1,1,0,Security staff,2,44,2,2
24666,F,Y,Y,0,360450,State servant,Secondary / secondary special,Married,House / apartment,51,283,1,0,0,0,,2,49,2,1
24667,M,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,46,261,1,0,0,1,Laborers,2,2,1,2
24668,F,Y,Y,0,135000,Working,Higher education,Married,House / apartment,36,96,1,1,1,0,Accountants,2,41,2,3
24669,F,N,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,43,145,1,0,1,0,Sales staff,2,31,2,2
24670,M,Y,Y,0,157500,Working,Secondary / secondary special,Single / not married,House / apartment,44,52,1,1,1,0,Laborers,1,12,2,2
24671,M,N,N,0,225000,Working,Secondary / secondary special,Civil marriage,House / apartment,59,141,1,1,1,1,Laborers,2,8,2,1
24672,F,N,N,0,211500,Commercial associate,Higher education,Married,With parents,40,156,1,1,1,0,Laborers,2,60,2,2
24673,F,N,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,48,78,1,0,0,0,Security staff,2,47,2,3
24674,F,N,Y,0,270000,Pensioner,Secondary / secondary special,Married,House / apartment,54,12174,1,0,1,0,,2,49,2,1
24675,F,Y,Y,0,90000,State servant,Secondary / secondary special,Married,House / apartment,52,86,1,1,1,0,Core staff,2,54,2,4
24676,M,Y,N,0,112500,Pensioner,Higher education,Married,House / apartment,46,12174,1,0,0,0,,2,40,1,4
24677,M,Y,Y,3,270000,Working,Higher education,Married,House / apartment,41,19,1,0,0,0,,5,39,1,1
24678,F,N,N,2,171000,Working,Secondary / secondary special,Married,House / apartment,40,38,1,1,1,0,Core staff,4,7,1,2
24679,F,N,N,0,450000,Working,Secondary / secondary special,Married,House / apartment,51,22,1,0,0,0,Laborers,2,11,2,1
24680,F,N,N,0,112500,Working,Secondary / secondary special,Civil marriage,Municipal apartment,38,46,1,1,0,0,Core staff,2,3,1,4
24681,M,N,Y,0,157500,Working,Secondary / secondary special,Civil marriage,House / apartment,25,36,1,0,0,1,Laborers,2,8,0,2
24682,M,N,Y,0,67500,Pensioner,Secondary / secondary special,Married,House / apartment,62,12174,1,0,0,0,,2,21,1,4
24683,F,N,Y,0,247500,Commercial associate,Higher education,Widow,House / apartment,63,41,1,0,1,0,,1,19,2,1
24684,F,N,Y,0,112500,Working,Higher education,Married,House / apartment,31,27,1,1,0,0,Core staff,2,14,2,4
24685,M,Y,N,1,112500,Working,Secondary / secondary special,Married,Rented apartment,31,113,1,1,0,0,Laborers,3,19,2,4
24686,F,Y,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,48,66,1,0,1,1,High skill tech staff,2,57,2,3
24687,M,N,Y,0,315000,Working,Secondary / secondary special,Married,House / apartment,53,37,1,0,0,0,Laborers,2,12,2,1
24688,F,N,N,0,135000,Pensioner,Higher education,Single / not married,House / apartment,57,12174,1,0,1,0,,1,14,2,3
24689,M,N,N,0,121500,Working,Secondary / secondary special,Married,House / apartment,28,23,1,0,1,0,Laborers,2,15,1,3
24690,F,Y,N,2,81000,Working,Higher education,Married,House / apartment,33,100,1,1,0,0,Sales staff,4,3,1,4
24691,F,N,Y,1,112500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,40,45,1,0,1,0,Sales staff,3,16,1,4
24692,F,N,N,1,157500,Commercial associate,Higher education,Married,House / apartment,30,52,1,0,0,0,High skill tech staff,3,54,2,2
24693,F,N,Y,0,175500,Pensioner,Secondary / secondary special,Married,House / apartment,56,12174,1,0,0,0,,2,37,2,2
24694,F,N,Y,0,270000,Working,Higher education,Widow,House / apartment,52,87,1,0,0,1,Managers,1,13,2,1
24695,M,Y,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,29,47,1,1,0,0,Security staff,3,37,2,3
24696,M,Y,Y,0,90000,Working,Secondary / secondary special,Married,With parents,30,102,1,1,0,0,,2,33,1,4
24697,F,N,Y,0,243000,Pensioner,Secondary / secondary special,Widow,House / apartment,59,12174,1,0,0,0,,1,36,2,1
24698,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,Office apartment,40,271,1,1,1,0,Drivers,2,34,2,3
24699,F,N,N,0,94500,Working,Secondary / secondary special,Single / not married,Rented apartment,48,85,1,0,0,0,Security staff,1,43,2,4
24700,M,Y,Y,0,225000,Pensioner,Secondary / secondary special,Married,House / apartment,50,12174,1,0,0,0,,2,13,2,1
24701,M,Y,Y,1,180000,Commercial associate,Higher education,Married,House / apartment,27,59,1,0,0,0,,3,49,1,2
24702,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,55,12174,1,0,0,0,,2,10,2,4
24703,F,Y,Y,0,225000,Commercial associate,Higher education,Civil marriage,House / apartment,32,10,1,1,1,0,Sales staff,2,47,2,1
24704,F,Y,N,0,99000,Pensioner,Secondary / secondary special,Married,House / apartment,60,12174,1,0,1,0,,2,20,0,4
24705,M,Y,N,1,157500,Working,Secondary / secondary special,Married,House / apartment,42,67,1,0,0,0,Drivers,3,2,1,2
24706,F,Y,N,0,45000,Working,Secondary / secondary special,Single / not married,Rented apartment,24,32,1,1,0,0,Sales staff,1,31,0,4
24707,F,N,N,0,90000,Working,Secondary / secondary special,Single / not married,With parents,27,101,1,0,0,0,Laborers,1,25,1,4
24708,F,N,Y,0,270000,Working,Higher education,Married,House / apartment,47,3,1,0,1,0,,2,20,2,1
24709,F,Y,N,0,135000,Working,Secondary / secondary special,Widow,House / apartment,63,112,1,1,1,0,Core staff,1,43,0,3
24710,M,N,Y,0,180000,Working,Incomplete higher,Married,House / apartment,46,189,1,0,1,0,Laborers,2,44,0,2
24711,F,Y,N,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,38,20,1,0,0,0,Sales staff,2,13,2,2
24712,F,N,Y,1,216000,Working,Secondary / secondary special,Married,House / apartment,39,12,1,0,0,1,Accountants,3,35,2,2
24713,F,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,47,83,1,0,0,0,HR staff,2,58,2,2
24714,F,N,N,0,94500,Working,Secondary / secondary special,Married,House / apartment,51,120,1,1,0,0,,2,30,1,4
24715,F,N,N,2,180000,Working,Higher education,Married,House / apartment,32,56,1,0,0,0,High skill tech staff,4,16,1,2
24716,F,Y,Y,1,333000,Commercial associate,Higher education,Married,House / apartment,31,53,1,0,0,0,Managers,3,39,2,1
24717,F,N,N,1,72000,State servant,Secondary / secondary special,Married,House / apartment,40,111,1,1,1,0,Managers,3,1,1,4
24718,M,N,Y,1,202500,Working,Higher education,Married,House / apartment,45,235,1,0,1,0,Managers,3,38,2,2
24719,M,Y,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,28,4,1,0,1,0,Drivers,2,13,2,2
24720,M,Y,N,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,31,53,1,0,0,0,Drivers,2,23,2,2
24721,F,Y,N,0,112500,Working,Secondary / secondary special,Married,House / apartment,28,115,1,0,0,0,Laborers,2,45,2,4
24722,F,N,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,46,30,1,0,0,0,Accountants,2,46,1,3
24723,F,N,N,0,45000,Working,Higher education,Married,House / apartment,50,103,1,1,0,0,Accountants,2,17,1,4
24724,F,N,N,0,135000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,63,12174,1,0,0,0,,1,15,0,3
24725,F,N,Y,0,247500,Commercial associate,Secondary / secondary special,Married,House / apartment,48,40,1,0,0,0,Cooking staff,2,46,2,1
24726,F,Y,N,0,187650,Working,Higher education,Single / not married,House / apartment,23,9,1,0,0,0,,1,4,2,2
24727,F,N,Y,1,157500,State servant,Secondary / secondary special,Single / not married,House / apartment,34,45,1,0,0,0,Waiters/barmen staff,2,9,1,2
24728,F,N,N,0,135000,State servant,Higher education,Separated,With parents,53,66,1,1,0,0,IT staff,1,44,2,3
24729,M,Y,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,54,78,1,1,1,0,Drivers,2,48,2,2
24730,F,N,N,0,270000,Working,Higher education,Single / not married,House / apartment,42,98,1,0,0,0,Laborers,1,36,2,1
24731,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,49,119,1,0,0,0,Sales staff,2,24,2,4
24732,M,N,N,2,90000,Working,Secondary / secondary special,Married,Municipal apartment,40,31,1,1,1,0,,4,13,2,4
24733,M,Y,Y,1,202500,Working,Secondary / secondary special,Married,House / apartment,28,21,1,0,1,0,Drivers,3,7,1,2
24734,F,N,Y,1,135000,Working,Secondary / secondary special,Civil marriage,With parents,31,21,1,0,0,1,Sales staff,3,11,2,3
24735,M,Y,Y,0,139500,Working,Secondary / secondary special,Civil marriage,House / apartment,46,6,1,1,0,0,Laborers,2,4,2,3
24736,F,N,Y,0,540000,Commercial associate,Secondary / secondary special,Separated,House / apartment,57,8,1,0,1,0,,1,25,2,1
24737,F,Y,N,0,112500,Working,Secondary / secondary special,Married,House / apartment,42,192,1,0,0,0,Medicine staff,2,7,2,4
24738,F,N,Y,2,112500,Working,Secondary / secondary special,Married,House / apartment,40,42,1,1,0,0,Sales staff,4,34,2,4
24739,F,N,Y,0,270000,Pensioner,Higher education,Married,House / apartment,54,12174,1,0,1,0,,2,29,2,1
24740,F,N,Y,0,787500,State servant,Higher education,Married,House / apartment,47,47,1,0,0,1,Managers,2,4,1,1
24741,F,N,Y,1,225000,State servant,Secondary / secondary special,Single / not married,House / apartment,43,133,1,0,0,0,,2,16,1,1
24742,F,N,Y,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,58,12174,1,0,1,0,,2,11,2,4
24743,F,Y,N,0,202500,Working,Higher education,Married,House / apartment,25,4,1,0,0,0,Accountants,2,5,2,2
24744,F,N,N,0,270000,State servant,Secondary / secondary special,Separated,House / apartment,53,411,1,0,1,1,Medicine staff,1,16,2,1
24745,M,Y,N,0,157500,Working,Secondary / secondary special,Married,House / apartment,64,496,1,0,0,0,Laborers,2,41,2,2
24746,M,N,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,52,168,1,0,1,0,Laborers,2,23,2,1
24747,F,Y,Y,1,135000,Working,Higher education,Married,House / apartment,25,43,1,0,1,0,High skill tech staff,3,27,2,3
24748,M,N,Y,1,126000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,34,70,1,0,0,0,,3,39,2,3
24749,F,N,Y,0,81000,Pensioner,Secondary / secondary special,Married,House / apartment,58,12174,1,0,1,0,,2,42,2,4
24750,F,N,Y,1,112500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,40,45,1,0,1,0,Sales staff,3,33,1,4
24751,F,N,N,0,63000,Commercial associate,Higher education,Married,House / apartment,40,66,1,0,0,0,Core staff,2,25,2,4
24752,M,Y,Y,0,99000,Working,Secondary / secondary special,Single / not married,House / apartment,56,10,1,1,1,1,Laborers,1,32,2,4
24753,F,N,Y,0,157500,State servant,Secondary / secondary special,Married,House / apartment,53,111,1,0,0,0,,2,59,2,2
24754,F,N,Y,0,202500,Working,Secondary / secondary special,Single / not married,House / apartment,39,114,1,0,0,0,Core staff,2,4,2,2
24755,F,N,Y,0,148500,Pensioner,Secondary / secondary special,Married,House / apartment,62,12174,1,0,0,0,,2,27,2,3
24756,F,N,Y,0,247500,Working,Higher education,Married,House / apartment,48,23,1,0,0,0,Sales staff,2,56,2,1
24757,F,N,N,0,234135,Commercial associate,Higher education,Married,House / apartment,34,77,1,1,0,0,Managers,2,24,2,1
24758,M,Y,Y,3,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,33,37,1,0,1,0,Laborers,5,31,1,1
24759,M,N,Y,0,225000,State servant,Secondary / secondary special,Married,House / apartment,33,12,1,0,0,0,Laborers,2,36,2,1
24760,F,N,Y,0,130500,State servant,Secondary / secondary special,Married,House / apartment,34,115,1,0,0,0,Core staff,2,48,2,3
24761,F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,40,82,1,0,1,0,Managers,2,37,2,4
24762,F,N,Y,0,360000,Pensioner,Higher education,Married,House / apartment,62,12174,1,0,1,0,,2,20,2,1
24763,M,Y,N,0,135000,Working,Secondary / secondary special,Single / not married,Municipal apartment,33,52,1,0,0,0,Laborers,1,40,2,3
24764,M,N,Y,2,337500,Commercial associate,Secondary / secondary special,Married,House / apartment,26,4,1,0,0,0,Low-skill Laborers,4,17,1,1
24765,F,N,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,51,89,1,0,0,0,Cooking staff,3,14,2,3
24766,F,Y,Y,0,157500,Pensioner,Higher education,Married,House / apartment,64,12174,1,0,0,0,,2,17,2,2
24767,M,Y,Y,2,99000,State servant,Secondary / secondary special,Married,With parents,45,107,1,0,0,0,Drivers,4,10,1,4
24768,F,N,Y,0,202500,Working,Higher education,Married,House / apartment,53,94,1,0,0,0,,2,12,2,2
24769,F,N,Y,0,67500,Pensioner,Secondary / secondary special,Married,House / apartment,60,12174,1,0,0,0,,2,30,2,4
24770,M,N,Y,0,180000,Commercial associate,Higher education,Separated,House / apartment,28,3,1,0,0,0,Core staff,1,49,2,2
24771,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,54,7,1,0,0,0,Medicine staff,2,29,2,4
24772,F,N,Y,2,135000,Working,Secondary / secondary special,Married,House / apartment,35,39,1,0,0,0,Realty agents,4,5,1,3
24773,M,Y,Y,0,472500,Working,Secondary / secondary special,Married,House / apartment,52,113,1,0,0,0,Managers,2,47,2,1
24774,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,With parents,44,103,1,0,0,0,Core staff,2,56,1,3
24775,F,N,N,0,157500,Commercial associate,Higher education,Married,House / apartment,37,161,1,0,1,0,High skill tech staff,2,14,0,2
24776,M,N,N,1,225000,Working,Secondary / secondary special,Married,House / apartment,52,26,1,0,0,1,,3,17,1,1
24777,F,N,Y,0,60750,Pensioner,Higher education,Married,House / apartment,54,12174,1,0,1,0,,2,42,2,4
24778,M,Y,N,0,315000,Working,Higher education,Married,House / apartment,43,124,1,1,1,0,Managers,2,7,2,1
24779,M,Y,Y,1,99000,Working,Secondary / secondary special,Married,House / apartment,49,13,1,0,0,0,Security staff,3,23,2,4
24780,M,N,Y,0,65250,Pensioner,Higher education,Married,House / apartment,57,12174,1,0,0,0,,2,26,2,4
24781,M,Y,Y,1,270000,Pensioner,Secondary / secondary special,Married,House / apartment,51,12174,1,0,0,0,,3,18,2,1
24782,F,N,Y,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,43,194,1,0,0,0,Managers,2,58,2,2
24783,F,N,Y,0,157500,Working,Higher education,Single / not married,House / apartment,60,353,1,0,0,0,Laborers,1,7,1,2
24784,M,Y,Y,0,324000,Working,Secondary / secondary special,Single / not married,House / apartment,28,22,1,0,0,0,Laborers,1,5,2,1
24785,F,N,N,0,202500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,61,12174,1,0,1,0,,1,5,0,2
24786,F,N,Y,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,39,97,1,0,0,0,Sales staff,1,59,0,2
24787,M,N,Y,0,121500,State servant,Secondary / secondary special,Married,House / apartment,38,103,1,1,1,0,Laborers,2,2,1,3
24788,F,N,N,0,157500,Working,Higher education,Separated,House / apartment,51,115,1,1,1,0,High skill tech staff,1,28,0,2
24789,F,N,N,1,112500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,36,81,1,0,0,0,High skill tech staff,2,42,1,4
24790,M,Y,Y,1,225000,Commercial associate,Higher education,Married,House / apartment,28,62,1,1,1,0,Managers,3,19,1,1
24791,M,Y,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,48,39,1,0,0,0,Laborers,2,22,1,3
24792,M,Y,N,0,126000,Working,Secondary / secondary special,Married,House / apartment,55,8,1,1,0,0,Laborers,2,43,2,3
24793,F,N,Y,1,126000,Working,Higher education,Married,House / apartment,34,45,1,1,1,1,Sales staff,3,15,2,3
24794,F,N,Y,0,180000,Pensioner,Secondary / secondary special,Married,House / apartment,65,12174,1,0,0,0,,2,30,2,2
24795,F,N,Y,1,99000,Working,Secondary / secondary special,Married,House / apartment,29,4,1,1,0,0,Sales staff,3,15,2,4
24796,M,Y,Y,0,180000,State servant,Secondary / secondary special,Married,House / apartment,26,87,1,0,0,0,Drivers,2,45,1,2
24797,F,N,N,0,292500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,51,358,1,0,0,0,Laborers,2,47,1,1
24798,M,Y,Y,2,157500,Commercial associate,Higher education,Married,With parents,38,20,1,0,0,0,Drivers,4,2,1,2
24799,F,Y,Y,1,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,37,56,1,0,1,0,Sales staff,3,47,1,1
24800,F,Y,Y,2,189000,Working,Secondary / secondary special,Married,House / apartment,29,90,1,1,1,0,Sales staff,4,18,2,2
24801,M,Y,Y,0,207000,Pensioner,Higher education,Married,House / apartment,66,12174,1,0,0,0,,2,34,0,2
24802,M,N,Y,0,247500,Working,Secondary / secondary special,Married,House / apartment,47,78,1,0,0,0,Laborers,2,13,2,1
24803,F,N,N,1,135000,Working,Secondary / secondary special,Civil marriage,House / apartment,27,37,1,0,0,0,Laborers,3,5,2,3
24804,M,N,N,2,202500,Working,Secondary / secondary special,Civil marriage,House / apartment,28,28,1,1,1,0,,4,29,2,2
24805,M,Y,Y,1,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,29,85,1,0,1,0,Laborers,3,23,2,3
24806,F,N,Y,0,67500,Pensioner,Secondary / secondary special,Married,House / apartment,56,12174,1,0,1,0,,2,19,1,4
24807,F,N,Y,0,76500,Pensioner,Secondary / secondary special,Married,House / apartment,64,12174,1,0,1,0,,2,27,2,4
24808,M,N,N,0,135000,Working,Higher education,Single / not married,With parents,31,23,1,0,1,0,Laborers,1,6,1,3
24809,F,Y,N,1,315000,Commercial associate,Higher education,Married,House / apartment,30,68,1,1,1,1,,3,58,2,1
24810,M,N,N,2,382500,Commercial associate,Secondary / secondary special,Married,House / apartment,29,12,1,0,0,0,Drivers,4,34,2,1
24811,F,N,Y,0,72000,Pensioner,Secondary / secondary special,Married,House / apartment,60,12174,1,0,0,0,,2,27,2,4
24812,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,57,12174,1,0,1,0,,2,8,1,4
24813,F,N,Y,0,157500,Working,Higher education,Married,House / apartment,46,35,1,0,0,1,Core staff,2,18,1,2
24814,F,Y,Y,0,225000,Pensioner,Secondary / secondary special,Married,House / apartment,61,12174,1,0,0,0,,2,50,2,1
24815,F,N,N,0,135000,Commercial associate,Secondary / secondary special,Widow,House / apartment,50,84,1,0,1,0,Cooking staff,1,1,0,3
24816,F,Y,N,0,56250,Pensioner,Secondary / secondary special,Married,House / apartment,58,12174,1,0,0,0,,2,7,1,4
24817,M,N,N,1,166500,Working,Secondary / secondary special,Married,House / apartment,31,34,1,1,0,0,Core staff,3,10,1,2
24818,F,N,N,0,180000,Commercial associate,Higher education,Married,House / apartment,30,98,1,0,0,0,Core staff,2,14,2,2
24819,F,N,Y,1,135000,Commercial associate,Higher education,Married,House / apartment,31,13,1,0,0,0,Accountants,3,55,2,3
24820,M,Y,Y,0,225000,Pensioner,Higher education,Separated,House / apartment,56,12174,1,0,0,0,,1,31,1,1
24821,F,Y,Y,0,108000,Working,Secondary / secondary special,Married,Municipal apartment,52,201,1,0,0,0,Core staff,2,49,2,4
24822,F,N,N,0,135000,Working,Lower secondary,Married,Rented apartment,52,1,1,0,0,0,Laborers,2,28,1,3
24823,F,N,N,2,76500,Commercial associate,Secondary / secondary special,Married,House / apartment,32,12,1,0,0,0,,4,1,1,4
24824,M,Y,Y,0,270000,Working,Higher education,Married,House / apartment,54,71,1,0,0,0,Laborers,2,19,2,1
24825,M,Y,N,1,148500,Commercial associate,Secondary / secondary special,Married,House / apartment,35,95,1,1,1,0,Drivers,3,14,2,3
24826,M,Y,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,60,12174,1,0,0,0,,2,26,2,3
24827,M,N,Y,0,270000,Working,Higher education,Single / not married,House / apartment,41,105,1,0,1,0,Laborers,1,14,2,1
24828,F,Y,Y,0,225000,Pensioner,Higher education,Married,House / apartment,64,12174,1,0,0,0,,2,24,1,1
24829,F,N,Y,0,157500,Commercial associate,Secondary / secondary special,Separated,House / apartment,32,63,1,0,1,0,Sales staff,1,13,1,2
24830,M,N,Y,0,180000,Working,Secondary / secondary special,Separated,House / apartment,49,7,1,0,0,0,Laborers,1,17,1,2
24831,M,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,29,44,1,0,0,0,,2,36,2,1
24832,M,Y,Y,2,157500,Working,Secondary / secondary special,Married,House / apartment,42,4,1,0,0,0,Drivers,4,17,2,2
24833,M,Y,Y,2,135000,Working,Secondary / secondary special,Married,House / apartment,40,131,1,1,0,0,Laborers,4,60,2,3
24834,F,N,N,0,72000,Working,Secondary / secondary special,Single / not married,House / apartment,51,48,1,1,0,0,Cleaning staff,1,23,1,4
24835,M,Y,Y,0,360000,Working,Higher education,Married,House / apartment,51,181,1,1,1,0,Managers,2,14,1,1
24836,F,N,Y,2,90000,Working,Secondary / secondary special,Married,With parents,37,12,1,0,1,0,Medicine staff,4,46,0,4
24837,F,N,Y,2,121500,Working,Secondary / secondary special,Married,House / apartment,39,47,1,0,0,0,Sales staff,4,32,2,3
24838,M,N,N,0,225000,Working,Secondary / secondary special,Widow,Municipal apartment,53,11,1,0,0,0,Security staff,1,7,2,1
24839,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Widow,House / apartment,66,12174,1,0,1,0,,1,12,1,2
24840,F,N,Y,0,180000,Pensioner,Secondary / secondary special,Widow,Municipal apartment,62,12174,1,0,1,0,,1,15,0,2
24841,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,53,142,1,0,0,0,Low-skill Laborers,2,14,2,3
24842,F,N,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,54,105,1,0,0,0,,2,6,0,2
24843,M,Y,Y,0,315000,Commercial associate,Secondary / secondary special,Married,House / apartment,59,32,1,0,0,0,Drivers,2,45,1,1
24844,F,Y,N,0,441000,Working,Secondary / secondary special,Married,House / apartment,39,177,1,1,0,0,Laborers,2,2,0,1
24845,F,N,Y,0,225000,Pensioner,Higher education,Married,House / apartment,65,12174,1,0,0,0,,2,31,0,1
24846,F,N,Y,1,270000,Working,Secondary / secondary special,Civil marriage,Municipal apartment,30,58,1,0,0,0,Sales staff,3,18,0,1
24847,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,56,12174,1,0,0,0,,2,13,2,3
24848,F,N,N,3,135000,Working,Secondary / secondary special,Married,House / apartment,36,18,1,0,0,0,Waiters/barmen staff,5,58,2,3
24849,F,N,Y,0,315000,Commercial associate,Secondary / secondary special,Married,House / apartment,39,80,1,0,0,0,,2,30,2,1
24850,F,N,Y,3,247500,Commercial associate,Incomplete higher,Married,House / apartment,33,73,1,0,0,1,,5,42,2,1
24851,M,Y,Y,0,225000,Working,Higher education,Married,Rented apartment,41,55,1,0,0,0,High skill tech staff,2,16,2,1
24852,M,N,Y,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,32,117,1,0,0,0,,2,14,1,1
24853,F,N,N,0,157500,Pensioner,Secondary / secondary special,Married,House / apartment,50,12174,1,0,0,0,,2,18,2,2
24854,F,N,Y,0,157500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,50,20,1,1,1,0,Laborers,1,19,2,2
